"filename", "language", "XML", "C#", "Markdown", "JSON", "C++", "PowerShell", "Log", "Batch", "comment", "blank", "total"
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\PhysicsSystem.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\RenderSystem.cs", "C#", 0, 29, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\RocketFireSystem.cs", "C#", 0, 83, 0, 0, 0, 0, 0, 0, 0, 7, 90
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\RotationSystem.cs", "C#", 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\TrailSystem.cs", "C#", 0, 70, 0, 0, 0, 0, 0, 0, 6, 13, 89
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Enums\Directions.cs", "C#", 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Helpers\Creator.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Helpers\GabiacSettings.cs", "C#", 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Helpers\Product.cs", "C#", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Helpers\SceneCreator.cs", "C#", 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Managers\SceneManager.cs", "C#", 0, 34, 0, 0, 0, 0, 0, 0, 0, 8, 42
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Scenes\GameScene.cs", "C#", 0, 49, 0, 0, 0, 0, 0, 0, 0, 14, 63
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Scenes\IScene.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\Scenes\MenuScene.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 0, 3, 18, 85
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Toil.csproj", "XML", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\bin\Debug\netcoreapp3.1\Toil.deps.json", "JSON", 0, 0, 0, 355, 0, 0, 0, 0, 0, 0, 355
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\bin\Debug\netcoreapp3.1\Toil.runtimeconfig.dev.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\bin\Debug\netcoreapp3.1\Toil.runtimeconfig.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\bin\Debug\netcoreapp3.1\publish\Toil.deps.json", "JSON", 0, 0, 0, 355, 0, 0, 0, 0, 0, 0, 355
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\bin\Debug\netcoreapp3.1\publish\Toil.runtimeconfig.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\debug.log", "Log", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\gitsheduledpush.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\Debug\netcoreapp3.1\.NETCoreApp,Version=v3.1.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\Debug\netcoreapp3.1\Toil.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 10, 5, 24
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\Debug\netcoreapp3.1\Toil.deps.json", "JSON", 0, 0, 0, 355, 0, 0, 0, 0, 0, 0, 355
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\Toil.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 110
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\Toil.csproj.nuget.g.props", "XML", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\Toil.csproj.nuget.g.targets", "XML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\obj\project.assets.json", "JSON", 0, 0, 0, 685, 0, 0, 0, 0, 0, 0, 685
"Total", "-", 421214, 1412, 23, 2342, 40, 104, 1, 5, 159, 1920, 427220
